country_region,province_state,date,confirmed,deaths,recovered,admin2
Colombia,Arauca,2020-12-05,4201,118,3881,
Colombia,Atlantico,2020-12-05,79905,3221,74591,
Colombia,Bolivar,2020-12-05,40300,933,37696,
Colombia,Boyaca,2020-12-05,22862,497,20745,
Colombia,Caldas,2020-12-05,26489,505,23673,
Colombia,Capital District,2020-12-05,387418,8681,355747,
Colombia,Caqueta,2020-12-05,13619,482,12351,
Colombia,Casanare,2020-12-05,7296,152,6629,
Colombia,Cauca,2020-12-05,16206,453,14661,
Colombia,Cesar,2020-12-05,30391,926,27737,
Colombia,Choco,2020-12-05,4563,166,4287,
Colombia,Cordoba,2020-12-05,28486,1657,25811,
Colombia,Cundinamarca,2020-12-05,54753,1451,50273,
Colombia,Guainia,2020-12-05,1210,19,1183,
Colombia,Guaviare,2020-12-05,1863,32,1797,
Colombia,Huila,2020-12-05,30870,985,29061,
Colombia,La Guajira,2020-12-05,12357,482,11368,
Colombia,Magdalena,2020-12-05,21081,990,18973,
Colombia,Meta,2020-12-05,29074,644,27459,
Colombia,Narino,2020-12-05,26186,862,23868,
Colombia,Norte de Santander,2020-12-05,30733,1444,27153,
Colombia,Putumayo,2020-12-05,5103,229,4596,
Colombia,Quindio,2020-12-05,18179,480,16437,
Colombia,Risaralda,2020-12-05,24619,593,22289,
Colombia,San Andres y Providencia,2020-12-05,2239,33,2086,
Colombia,Santander,2020-12-05,55434,2067,49845,
Colombia,Sucre,2020-12-05,16714,657,15596,
Colombia,Tolima,2020-12-05,31353,951,28846,
Colombia,Unknown,2020-12-05,0,0,0,
Colombia,Valle del Cauca,2020-12-05,112671,3607,101831,
Colombia,Vaupes,2020-12-05,1123,12,1102,
Colombia,Vichada,2020-12-05,933,12,913,
Ethiopia,,2020-12-05,112740,1745,79579,
Indonesia,,2020-12-05,569707,17589,470449,
Malaysia,,2020-12-05,71359,380,60204,
Colombia,Amazonas,2020-12-06,3160,123,3021,
Colombia,Antioquia,2020-12-06,221918,4184,205012,
Colombia,Arauca,2020-12-06,4230,120,3902,
Colombia,Atlantico,2020-12-06,80283,3227,74859,
Colombia,Bolivar,2020-12-06,40912,937,38067,
Colombia,Boyaca,2020-12-06,23153,505,20923,
Colombia,Caldas,2020-12-06,26826,509,23981,
Colombia,Capital District,2020-12-06,389136,8721,358054,
Colombia,Caqueta,2020-12-06,13694,485,12391,
Colombia,Casanare,2020-12-06,7370,152,6791,
Colombia,Cauca,2020-12-06,16300,456,14696,
Colombia,Cesar,2020-12-06,30520,925,27823,
Colombia,Choco,2020-12-06,4568,166,4296,
Colombia,Cordoba,2020-12-06,28529,1657,25847,
Colombia,Cundinamarca,2020-12-06,55177,1455,50601,
Colombia,Guainia,2020-12-06,1213,19,1183,
Colombia,Guaviare,2020-12-06,1868,33,1807,
Colombia,Huila,2020-12-06,31044,990,29166,
Colombia,La Guajira,2020-12-06,12456,491,11460,
Colombia,Magdalena,2020-12-06,21212,993,19134,
Colombia,Meta,2020-12-06,29372,645,27605,
Colombia,Narino,2020-12-06,26400,862,23977,
Colombia,Norte de Santander,2020-12-06,31187,1461,27551,
Colombia,Putumayo,2020-12-06,5124,229,4607,
Colombia,Quindio,2020-12-06,18386,486,16559,
Colombia,Risaralda,2020-12-06,24904,596,22475,
Colombia,San Andres y Providencia,2020-12-06,2259,34,2096,
Colombia,Santander,2020-12-06,55815,2078,50139,
Colombia,Sucre,2020-12-06,16741,657,15627,
Colombia,Tolima,2020-12-06,31871,957,29162,
Colombia,Unknown,2020-12-06,0,0,0,
Colombia,Valle del Cauca,2020-12-06,113414,3631,102582,
Colombia,Vaupes,2020-12-06,1124,12,1103,
Colombia,Vichada,2020-12-06,937,12,913,
Ethiopia,,2020-12-06,113295,1747,80831,
Indonesia,,2020-12-06,575796,17740,474771,
Malaysia,,2020-12-06,72694,382,61273,
Colombia,Amazonas,2020-12-07,3161,123,3023,
Colombia,Antioquia,2020-12-07,222669,4208,205901,
Colombia,Arauca,2020-12-07,4238,121,3925,
Colombia,Atlantico,2020-12-07,80413,3231,75202,
Colombia,Bolivar,2020-12-07,41090,942,38585,
Colombia,Boyaca,2020-12-07,23281,511,21147,
Colombia,Caldas,2020-12-07,26944,516,24268,
Colombia,Capital District,2020-12-07,390902,8744,361727,
Colombia,Caqueta,2020-12-07,13745,487,12443,
Colombia,Casanare,2020-12-07,7417,153,6848,
Colombia,Cauca,2020-12-07,16326,457,14783,
Colombia,Cesar,2020-12-07,30561,927,27974,
Colombia,Choco,2020-12-07,4571,166,4302,
Colombia,Cordoba,2020-12-07,28534,1658,25886,
Colombia,Cundinamarca,2020-12-07,55434,1468,50924,
Colombia,Guainia,2020-12-07,1214,19,1184,
Colombia,Guaviare,2020-12-07,1868,33,1814,
Colombia,Huila,2020-12-07,31117,1000,29383,
Colombia,La Guajira,2020-12-07,12496,493,11554,
Colombia,Magdalena,2020-12-07,21269,993,19270,
Colombia,Meta,2020-12-07,29495,648,27921,
Colombia,Narino,2020-12-07,26555,865,24095,
Colombia,Norte de Santander,2020-12-07,31480,1483,27909,
Colombia,Putumayo,2020-12-07,5160,229,4634,
Colombia,Quindio,2020-12-07,18525,492,16752,
Colombia,Risaralda,2020-12-07,25121,598,22716,
Colombia,San Andres y Providencia,2020-12-07,2281,34,2110,
Colombia,Santander,2020-12-07,56061,2083,50506,
Colombia,Sucre,2020-12-07,16769,658,15646,
Colombia,Tolima,2020-12-07,32198,968,29666,
Colombia,Unknown,2020-12-07,0,0,0,
Colombia,Valle del Cauca,2020-12-07,114136,3663,103481,
Colombia,Vaupes,2020-12-07,1123,12,1102,
Colombia,Vichada,2020-12-07,946,12,914,
Ethiopia,,2020-12-07,113735,1755,82803,
Indonesia,,2020-12-07,581550,17867,479202,
Malaysia,,2020-12-07,74294,384,62306,
Colombia,Amazonas,2020-12-08,3163,123,3027,
Colombia,Antioquia,2020-12-08,223435,4237,208098,
Colombia,Arauca,2020-12-08,4252,122,3958,
Colombia,Atlantico,2020-12-08,80656,3238,75682,
Colombia,Bolivar,2020-12-08,41309,946,38969,
Colombia,Boyaca,2020-12-08,23432,515,21475,
Colombia,Caldas,2020-12-08,27096,518,24764,
Colombia,Capital District,2020-12-08,393583,8770,362670,
Colombia,Caqueta,2020-12-08,13758,488,12502,
Colombia,Casanare,2020-12-08,7458,153,6940,
Colombia,Cauca,2020-12-08,16419,457,14900,
Colombia,Cesar,2020-12-08,30619,929,28125,
Colombia,Choco,2020-12-08,4584,166,4309,
Colombia,Cordoba,2020-12-08,28566,1658,25958,
Colombia,Cundinamarca,2020-12-08,55658,1476,51470,
Colombia,Guainia,2020-12-08,1214,19,1186,
Colombia,Guaviare,2020-12-08,1870,33,1818,
Colombia,Huila,2020-12-08,31194,1006,29551,
Colombia,La Guajira,2020-12-08,12520,495,11634,
Colombia,Magdalena,2020-12-08,21392,993,19454,
Colombia,Meta,2020-12-08,29559,653,28135,
Colombia,Narino,2020-12-08,26629,865,24298,
Colombia,Norte de Santander,2020-12-08,31709,1497,28396,
Colombia,Putumayo,2020-12-08,5173,229,4675,
Colombia,Quindio,2020-12-08,18632,498,17115,
Colombia,Risaralda,2020-12-08,25319,606,23036,
Colombia,San Andres y Providencia,2020-12-08,2307,34,2159,
Colombia,Santander,2020-12-08,56279,2092,51046,
Colombia,Sucre,2020-12-08,16788,659,15688,
Colombia,Tolima,2020-12-08,32398,978,30133,
Colombia,Unknown,2020-12-08,0,0,0,
Colombia,Valle del Cauca,2020-12-08,115538,3681,105130,
Colombia,Vaupes,2020-12-08,1123,12,1102,
Colombia,Vichada,2020-12-08,978,12,923,
Ethiopia,,2020-12-08,114266,1766,84948,
Indonesia,,2020-12-08,586842,18000,483497,
Malaysia,,2020-12-08,75306,388,64056,
Colombia,Amazonas,2020-12-09,3167,123,3029,
Colombia,Antioquia,2020-12-09,224441,4254,209118,
Colombia,Arauca,2020-12-09,4261,122,3974,
Colombia,Atlantico,2020-12-09,80958,3243,75961,
Colombia,Bolivar,2020-12-09,41699,951,39285,
Colombia,Boyaca,2020-12-09,23599,517,21654,
Colombia,Caldas,2020-12-09,27265,519,25021,
Colombia,Capital District,2020-12-09,394977,8792,366092,
Colombia,Caqueta,2020-12-09,13807,489,12553,
Colombia,Casanare,2020-12-09,7575,153,6996,
Colombia,Cauca,2020-12-09,16474,459,14981,
Colombia,Cesar,2020-12-09,30683,930,28214,
Colombia,Choco,2020-12-09,4594,166,4309,
Colombia,Cordoba,2020-12-09,28576,1659,25986,
Colombia,Cundinamarca,2020-12-09,56013,1480,51783,
Colombia,Guainia,2020-12-09,1215,19,1186,
Colombia,Guaviare,2020-12-09,1872,33,1819,
Colombia,Huila,2020-12-09,31307,1011,29635,
Colombia,La Guajira,2020-12-09,12615,498,11651,
Colombia,Magdalena,2020-12-09,21508,994,19599,
Colombia,Meta,2020-12-09,29740,658,28222,
Colombia,Narino,2020-12-09,26749,871,24404,
Colombia,Norte de Santander,2020-12-09,32036,1506,28721,
Colombia,Putumayo,2020-12-09,5195,230,4692,
Colombia,Quindio,2020-12-09,18830,500,17268,
Colombia,Risaralda,2020-12-09,25641,611,23303,
Colombia,San Andres y Providencia,2020-12-09,2319,34,2203,
Colombia,Santander,2020-12-09,56785,2098,51323,
Colombia,Sucre,2020-12-09,16814,661,15705,
Colombia,Tolima,2020-12-09,32975,985,30313,
Colombia,Unknown,2020-12-09,0,0,0,
Colombia,Valle del Cauca,2020-12-09,116273,3718,106538,
Colombia,Vaupes,2020-12-09,1123,12,1104,
Colombia,Vichada,2020-12-09,1047,12,955,
Ethiopia,,2020-12-09,114834,1769,87244,
Indonesia,,2020-12-09,592900,18171,487445,
Malaysia,,2020-12-09,76265,393,65124,
Colombia,Amazonas,2020-12-10,3168,123,3031,
Colombia,Antioquia,2020-12-10,225712,4269,210318,
Colombia,Arauca,2020-12-10,4276,123,3984,
Colombia,Atlantico,2020-12-10,81376,3249,76319,
Colombia,Bolivar,2020-12-10,42157,956,39686,
Colombia,Boyaca,2020-12-10,23692,520,21842,
Colombia,Caldas,2020-12-10,27449,524,25277,
Colombia,Capital District,2020-12-10,397285,8814,368298,
Colombia,Caqueta,2020-12-10,13827,491,12601,
Colombia,Casanare,2020-12-10,7593,155,7121,
Colombia,Cauca,2020-12-10,16549,459,15044,
Colombia,Cesar,2020-12-10,30795,931,28300,
Colombia,Choco,2020-12-10,4597,166,4324,
Colombia,Cordoba,2020-12-10,28691,1659,26027,
Colombia,Cundinamarca,2020-12-10,56224,1480,52245,
Colombia,Guainia,2020-12-10,1216,19,1188,
Colombia,Guaviare,2020-12-10,1882,34,1823,
Colombia,Huila,2020-12-10,31391,1015,29736,
Colombia,La Guajira,2020-12-10,12645,502,11754,
Colombia,Magdalena,2020-12-10,21624,994,19717,
Colombia,Meta,2020-12-10,29851,661,28385,
Colombia,Narino,2020-12-10,26838,879,24547,
Colombia,Norte de Santander,2020-12-10,32218,1533,29022,
Colombia,Putumayo,2020-12-10,5202,230,4708,
Colombia,Quindio,2020-12-10,18979,502,17444,
Colombia,Risaralda,2020-12-10,25785,622,23574,
Colombia,San Andres y Providencia,2020-12-10,2323,35,2215,
Colombia,Santander,2020-12-10,57176,2107,51793,
Colombia,Sucre,2020-12-10,16829,661,15735,
Colombia,Tolima,2020-12-10,33148,1003,30838,
Colombia,Unknown,2020-12-10,0,0,0,
Colombia,Valle del Cauca,2020-12-10,117241,3744,107396,
Colombia,Vaupes,2020-12-10,1123,12,1104,
Colombia,Vichada,2020-12-10,1049,12,1024,
Ethiopia,,2020-12-10,115360,1779,88975,
Indonesia,,2020-12-10,598933,18336,491975,
Malaysia,,2020-12-10,78499,396,66236,
Colombia,Amazonas,2020-12-11,3169,123,3033,
Colombia,Antioquia,2020-12-11,226936,4289,211713,
Colombia,Arauca,2020-12-11,4329,124,4003,
Colombia,Atlantico,2020-12-11,81809,3257,76720,
Colombia,Bolivar,2020-12-11,42536,959,40071,
Colombia,Boyaca,2020-12-11,23955,523,21979,
Colombia,Caldas,2020-12-11,27618,530,25480,
Colombia,Capital District,2020-12-11,400408,8843,370274,
Colombia,Caqueta,2020-12-11,13869,492,12640,
Colombia,Casanare,2020-12-11,7653,156,7177,
Colombia,Cauca,2020-12-11,16600,461,15108,
Colombia,Cesar,2020-12-11,31000,934,28426,
Colombia,Choco,2020-12-11,4605,166,4332,
Colombia,Cordoba,2020-12-11,28709,1659,26085,
Colombia,Cundinamarca,2020-12-11,56552,1495,52530,
Colombia,Guainia,2020-12-11,1217,19,1190,
Colombia,Guaviare,2020-12-11,1882,34,1834,
Colombia,Huila,2020-12-11,31546,1020,29831,
Colombia,La Guajira,2020-12-11,12755,502,11790,
Colombia,Magdalena,2020-12-11,21667,994,19841,
Colombia,Meta,2020-12-11,29921,665,28483,
Colombia,Narino,2020-12-11,26935,885,24721,
Colombia,Norte de Santander,2020-12-11,32516,1548,29329,
Colombia,Putumayo,2020-12-11,5235,231,4716,
Colombia,Quindio,2020-12-11,19235,516,17613,
Colombia,Risaralda,2020-12-11,25976,626,23755,
Colombia,San Andres y Providencia,2020-12-11,2331,36,2238,
Colombia,Santander,2020-12-11,57559,2121,52143,
Colombia,Sucre,2020-12-11,16858,661,15754,
Colombia,Tolima,2020-12-11,33405,1009,31042,
Colombia,Unknown,2020-12-11,0,0,0,
Colombia,Valle del Cauca,2020-12-11,117941,3767,108319,
Colombia,Vaupes,2020-12-11,1124,12,1104,
Colombia,Vichada,2020-12-11,1058,12,1025,
Ethiopia,,2020-12-11,115782,1791,91209,
Indonesia,,2020-12-11,605243,18511,496886,
Malaysia,,2020-12-11,80309,402,67173,
Colombia,Amazonas,2020-12-12,3174,123,3033,
Colombia,Antioquia,2020-12-12,228441,4318,213115,
Colombia,Arauca,2020-12-12,4340,125,4042,
Colombia,Atlantico,2020-12-12,82113,3262,76967,
Colombia,Bolivar,2020-12-12,42717,970,40277,
Colombia,Boyaca,2020-12-12,24128,526,22111,
Colombia,Caldas,2020-12-12,27853,535,25594,
Colombia,Capital District,2020-12-12,403145,8880,371802,
Colombia,Caqueta,2020-12-12,13880,494,12664,
Colombia,Casanare,2020-12-12,7695,158,7192,
Colombia,Cauca,2020-12-12,16655,463,15167,
Colombia,Cesar,2020-12-12,31025,939,28544,
Colombia,Choco,2020-12-12,4614,166,4344,
Colombia,Cordoba,2020-12-12,28743,1659,26096,
Colombia,Cundinamarca,2020-12-12,56837,1502,52770,
Colombia,Guainia,2020-12-12,1217,19,1190,
Colombia,Guaviare,2020-12-12,1882,34,1837,
Colombia,Huila,2020-12-12,31705,1026,29909,
Colombia,La Guajira,2020-12-12,12787,503,11842,
Colombia,Magdalena,2020-12-12,21733,995,19909,
Colombia,Meta,2020-12-12,30008,667,28539,
Colombia,Narino,2020-12-12,27050,885,24791,
Colombia,Norte de Santander,2020-12-12,32898,1565,29546,
Colombia,Putumayo,2020-12-12,5250,232,4726,
Colombia,Quindio,2020-12-12,19347,523,17718,
Colombia,Risaralda,2020-12-12,26168,629,23893,
Colombia,San Andres y Providencia,2020-12-12,2345,36,2244,
Colombia,Santander,2020-12-12,57940,2130,52404,
Colombia,Sucre,2020-12-12,16873,664,15768,
Colombia,Tolima,2020-12-12,33583,1024,31157,
Colombia,Unknown,2020-12-12,0,0,0,
Colombia,Valle del Cauca,2020-12-12,118737,3790,109095,
Colombia,Vaupes,2020-12-12,1124,12,1106,
Colombia,Vichada,2020-12-12,1065,12,1033,
Ethiopia,,2020-12-12,116297,1803,92449,
Indonesia,,2020-12-12,611631,18653,501376,
Malaysia,,2020-12-12,82246,411,68084,
Colombia,Amazonas,2020-12-13,3183,123,3034,
Colombia,Antioquia,2020-12-13,229990,4331,214344,
Colombia,Arauca,2020-12-13,4345,125,4055,
Colombia,Atlantico,2020-12-13,82506,3271,77110,
Colombia,Bolivar,2020-12-13,42992,976,40416,
Colombia,Boyaca,2020-12-13,24272,532,22259,
Colombia,Caldas,2020-12-13,28119,539,25685,
Colombia,Capital District,2020-12-13,405649,8919,372955,
Colombia,Caqueta,2020-12-13,13965,496,12670,
Colombia,Casanare,2020-12-13,7734,158,7205,
Colombia,Cauca,2020-12-13,16769,466,15201,
Colombia,Cesar,2020-12-13,31048,941,28560,
Colombia,Choco,2020-12-13,4617,167,4346,
Colombia,Cordoba,2020-12-13,28756,1659,26073,
Colombia,Cundinamarca,2020-12-13,57299,1511,52940,
Colombia,Guainia,2020-12-13,1217,19,1190,
Colombia,Guaviare,2020-12-13,1883,35,1835,
Colombia,Huila,2020-12-13,31817,1030,29965,
Colombia,La Guajira,2020-12-13,12842,505,11850,
Colombia,Magdalena,2020-12-13,21828,998,19939,
Colombia,Meta,2020-12-13,30136,673,28587,
Colombia,Narino,2020-12-13,27214,889,24840,
Colombia,Norte de Santander,2020-12-13,33247,1579,29713,
Colombia,Putumayo,2020-12-13,5269,232,4730,
Colombia,Quindio,2020-12-13,19568,530,17801,
Colombia,Risaralda,2020-12-13,26700,634,24029,
Colombia,San Andres y Providencia,2020-12-13,2355,36,2255,
Colombia,Santander,2020-12-13,58307,2140,52532,
Colombia,Sucre,2020-12-13,16898,665,15766,
Colombia,Tolima,2020-12-13,33704,1038,31286,
Colombia,Unknown,2020-12-13,0,0,0,
Colombia,Valle del Cauca,2020-12-13,119351,3812,109519,
Colombia,Vaupes,2020-12-13,1124,12,1106,
Colombia,Vichada,2020-12-13,1070,12,1040,
Ethiopia,,2020-12-13,116769,1806,93890,
Indonesia,,2020-12-13,617820,18819,505836,
Malaysia,,2020-12-13,83475,415,69393,
Colombia,Amazonas,2020-12-14,3183,123,3036,
Colombia,Antioquia,2020-12-14,231592,4348,215702,
Colombia,Arauca,2020-12-14,4359,126,4061,
Colombia,Atlantico,2020-12-14,83099,3277,77325,
Colombia,Bolivar,2020-12-14,43301,981,40697,
Colombia,Boyaca,2020-12-14,24424,535,22416,
Colombia,Caldas,2020-12-14,28257,541,25877,
Colombia,Capital District,2020-12-14,407627,8944,374434,
Colombia,Caqueta,2020-12-14,14038,497,12713,
Colombia,Casanare,2020-12-14,7800,158,7232,
Colombia,Cauca,2020-12-14,16855,468,15265,
Colombia,Cesar,2020-12-14,31137,943,28644,
Colombia,Choco,2020-12-14,4619,167,4352,
Colombia,Cordoba,2020-12-14,28773,1659,26094,
Colombia,Cundinamarca,2020-12-14,57837,1517,53261,
Colombia,Guainia,2020-12-14,1218,19,1192,
Colombia,Guaviare,2020-12-14,1885,35,1835,
Colombia,Huila,2020-12-14,31901,1032,30063,
Colombia,La Guajira,2020-12-14,12882,508,11904,
Colombia,Magdalena,2020-12-14,21952,1005,20033,
Colombia,Meta,2020-12-14,30391,674,28655,
Colombia,Narino,2020-12-14,27361,891,24972,
Colombia,Norte de Santander,2020-12-14,33436,1594,29980,
Colombia,Putumayo,2020-12-14,5285,233,4746,
Colombia,Quindio,2020-12-14,19774,533,17931,
Colombia,Risaralda,2020-12-14,26964,641,24231,
Colombia,San Andres y Providencia,2020-12-14,2360,36,2262,
Colombia,Santander,2020-12-14,58667,2149,52865,
Colombia,Sucre,2020-12-14,16913,665,15780,
Colombia,Tolima,2020-12-14,34343,1043,31454,
Colombia,Unknown,2020-12-14,0,0,0,
Colombia,Valle del Cauca,2020-12-14,120087,3827,110311,
Colombia,Vaupes,2020-12-14,1124,12,1106,
Colombia,Vichada,2020-12-14,1072,14,1040,
Ethiopia,,2020-12-14,117242,1809,95225,
Indonesia,,2020-12-14,623309,18956,510957,
Malaysia,,2020-12-14,84846,419,70597,
Colombia,Amazonas,2020-12-15,3184,124,3038,
Colombia,Antioquia,2020-12-15,233104,4368,216853,
Colombia,Arauca,2020-12-15,4382,127,4078,
Colombia,Atlantico,2020-12-15,83382,3281,77895,
Colombia,Bolivar,2020-12-15,43682,983,40970,
Colombia,Boyaca,2020-12-15,24617,536,22585,
Colombia,Caldas,2020-12-15,28406,544,26113,
Colombia,Capital District,2020-12-15,411689,8973,375519,
Colombia,Caqueta,2020-12-15,14056,498,12787,
Colombia,Casanare,2020-12-15,7853,160,7261,
Colombia,Cauca,2020-12-15,16954,468,15347,
Colombia,Cesar,2020-12-15,31236,945,28715,
Colombia,Choco,2020-12-15,4627,167,4355,
Colombia,Cordoba,2020-12-15,28785,1659,26109,
Colombia,Cundinamarca,2020-12-15,58155,1525,53723,
Colombia,Guainia,2020-12-15,1218,19,1193,
Colombia,Guaviare,2020-12-15,1889,35,1836,
Colombia,Huila,2020-12-15,32045,1034,30153,
Colombia,La Guajira,2020-12-15,12944,513,11933,
Colombia,Magdalena,2020-12-15,22036,1006,20126,
Colombia,Meta,2020-12-15,30569,681,28804,
Colombia,Narino,2020-12-15,27455,894,25076,
Colombia,Norte de Santander,2020-12-15,33706,1605,30269,
Colombia,Putumayo,2020-12-15,5315,234,4767,
Colombia,Quindio,2020-12-15,19867,539,18121,
Colombia,Risaralda,2020-12-15,27125,644,24523,
Colombia,San Andres y Providencia,2020-12-15,2364,36,2271,
Colombia,Santander,2020-12-15,58937,2167,53245,
Colombia,Sucre,2020-12-15,16939,665,15799,
Colombia,Tolima,2020-12-15,34783,1055,31886,
Colombia,Unknown,2020-12-15,0,0,0,
Colombia,Valle del Cauca,2020-12-15,121146,3845,110932,
Colombia,Vaupes,2020-12-15,1124,12,1107,
Colombia,Vichada,2020-12-15,1072,14,1041,
Ethiopia,,2020-12-15,117542,1813,96307,
Indonesia,,2020-12-15,629429,19111,516656,
Malaysia,,2020-12-15,86618,422,71681,
Colombia,Amazonas,2020-12-16,3189,124,3040,
Colombia,Antioquia,2020-12-16,234925,4394,217585,
Colombia,Arauca,2020-12-16,4393,127,4093,
Colombia,Atlantico,2020-12-16,84057,3290,78230,
Colombia,Bolivar,2020-12-16,44088,988,41412,
Colombia,Boyaca,2020-12-16,24838,547,22809,
Colombia,Caldas,2020-12-16,28884,550,26383,
Colombia,Capital District,2020-12-16,414581,9009,377320,
Colombia,Caqueta,2020-12-16,14087,502,12822,
Colombia,Casanare,2020-12-16,7961,160,7332,
Colombia,Cauca,2020-12-16,17030,468,15424,
Colombia,Cesar,2020-12-16,31404,948,28824,
Colombia,Choco,2020-12-16,4654,168,4360,
Colombia,Cordoba,2020-12-16,28797,1660,26148,
Colombia,Cundinamarca,2020-12-16,58623,1541,54080,
Colombia,Guainia,2020-12-16,1222,19,1194,
Colombia,Guaviare,2020-12-16,1895,35,1841,
Colombia,Huila,2020-12-16,32158,1040,30262,
Colombia,La Guajira,2020-12-16,13043,514,11997,
Colombia,Magdalena,2020-12-16,22201,1008,20268,
Colombia,Meta,2020-12-16,30807,683,28998,
Colombia,Narino,2020-12-16,27668,896,25229,
Colombia,Norte de Santander,2020-12-16,34346,1623,30650,
Colombia,Putumayo,2020-12-16,5359,234,4796,
Colombia,Quindio,2020-12-16,20149,539,18310,
Colombia,Risaralda,2020-12-16,27638,646,24815,
Colombia,San Andres y Providencia,2020-12-16,2380,36,2281,
Colombia,Santander,2020-12-16,59620,2177,53661,
Colombia,Sucre,2020-12-16,16970,667,15836,
Colombia,Tolima,2020-12-16,35214,1064,32193,
Colombia,Unknown,2020-12-16,0,0,0,
Colombia,Valle del Cauca,2020-12-16,122199,3877,111820,
Colombia,Vaupes,2020-12-16,1126,12,1107,
Colombia,Vichada,2020-12-16,1093,14,1046,
Ethiopia,,2020-12-16,118006,1818,97969,
Indonesia,,2020-12-16,636154,19248,521984,
Malaysia,,2020-12-16,87913,429,72733,
Colombia,Amazonas,2020-12-17,3189,124,3043,
Colombia,Antioquia,2020-12-17,236763,4394,218185,
Colombia,Arauca,2020-12-17,4400,127,4098,
Colombia,Atlantico,2020-12-17,84524,3290,78640,
Colombia,Bolivar,2020-12-17,44640,991,41742,
Colombia,Boyaca,2020-12-17,25100,549,22922,
Colombia,Caldas,2020-12-17,29007,561,26540,
Colombia,Capital District,2020-12-17,418639,9009,380449,
Colombia,Caqueta,2020-12-17,14118,502,12837,
Colombia,Casanare,2020-12-17,7977,162,7386,
Colombia,Cauca,2020-12-17,17162,468,15443,
Colombia,Cesar,2020-12-17,31690,948,29071,
Colombia,Choco,2020-12-17,4665,168,4375,
Colombia,Cordoba,2020-12-17,28845,1660,26162,
Colombia,Cundinamarca,2020-12-17,59137,1542,54352,
Colombia,Guainia,2020-12-17,1222,19,1194,
Colombia,Guaviare,2020-12-17,1900,35,1842,
Colombia,Huila,2020-12-17,32297,1044,30364,
Colombia,La Guajira,2020-12-17,13087,515,12058,
Colombia,Magdalena,2020-12-17,22317,1008,20366,
Colombia,Meta,2020-12-17,30956,684,29190,
Colombia,Narino,2020-12-17,27837,896,25302,
Colombia,Norte de Santander,2020-12-17,34704,1633,30926,
Colombia,Putumayo,2020-12-17,5391,234,4816,
Colombia,Quindio,2020-12-17,20310,553,18420,
Colombia,Risaralda,2020-12-17,28076,646,25039,
Colombia,San Andres y Providencia,2020-12-17,2389,36,2284,
Colombia,Santander,2020-12-17,60036,2181,53963,
Colombia,Sucre,2020-12-17,17021,667,15858,
Colombia,Tolima,2020-12-17,35846,1072,32629,
Colombia,Unknown,2020-12-17,0,160,0,
Colombia,Valle del Cauca,2020-12-17,123331,3883,112150,
Colombia,Vaupes,2020-12-17,1126,12,1107,
Colombia,Vichada,2020-12-17,1093,14,1066,
Ethiopia,,2020-12-17,118481,1831,99751,
Indonesia,,2020-12-17,643508,19390,526979,
Malaysia,,2020-12-17,89133,432,74030,
Colombia,Amazonas,2020-12-18,3192,124,3045,
Colombia,Antioquia,2020-12-18,238632,4456,219198,
Colombia,Arauca,2020-12-18,4429,127,4120,
Colombia,Atlantico,2020-12-18,85461,3305,79246,
Colombia,Bolivar,2020-12-18,45346,999,42277,
Colombia,Boyaca,2020-12-18,25454,551,23186,
Colombia,Caldas,2020-12-18,29330,565,26839,
Colombia,Capital District,2020-12-18,421759,9103,382301,
Colombia,Caqueta,2020-12-18,14156,504,12906,
Colombia,Casanare,2020-12-18,8061,162,7422,
Colombia,Cauca,2020-12-18,17250,471,15579,
Colombia,Cesar,2020-12-18,31846,956,29178,
Colombia,Choco,2020-12-18,4692,168,4384,
Colombia,Cordoba,2020-12-18,28885,1662,26234,
Colombia,Cundinamarca,2020-12-18,59849,1561,54936,
Colombia,Guainia,2020-12-18,1223,19,1195,
Colombia,Guaviare,2020-12-18,1900,35,1846,
Colombia,Huila,2020-12-18,32575,1050,30536,
Colombia,La Guajira,2020-12-18,13184,518,12126,
Colombia,Magdalena,2020-12-18,22542,1015,20528,
Colombia,Meta,2020-12-18,31170,688,29381,
Colombia,Narino,2020-12-18,28192,903,25516,
Colombia,Norte de Santander,2020-12-18,35315,1678,31343,
Colombia,Putumayo,2020-12-18,5446,234,4845,
Colombia,Quindio,2020-12-18,20707,558,18679,
Colombia,Risaralda,2020-12-18,28630,664,25490,
Colombia,San Andres y Providencia,2020-12-18,2393,36,2306,
Colombia,Santander,2020-12-18,60689,2199,54521,
Colombia,Sucre,2020-12-18,17055,669,15911,
Colombia,Tolima,2020-12-18,36313,1085,33099,
Colombia,Unknown,2020-12-18,0,0,0,
Colombia,Valle del Cauca,2020-12-18,124174,3928,113675,
Colombia,Vaupes,2020-12-18,1126,12,1107,
Colombia,Vichada,2020-12-18,1096,14,1066,
Ethiopia,,2020-12-18,119025,1843,100859,
Indonesia,,2020-12-18,650197,19514,531995,
Malaysia,,2020-12-18,90816,432,75244,
Colombia,Amazonas,2020-12-19,3193,124,3046,
Colombia,Antioquia,2020-12-19,240662,4483,220055,
Colombia,Arauca,2020-12-19,4450,129,4132,
Colombia,Atlantico,2020-12-19,86314,3312,79884,
Colombia,Bolivar,2020-12-19,46140,1004,42883,
Colombia,Boyaca,2020-12-19,25642,553,23381,
Colombia,Caldas,2020-12-19,29578,573,27019,
Colombia,Capital District,2020-12-19,425914,9137,384310,
